jijum,day,temp,templ,mm,qc,ms,qcp,qcd,qc¿¡,tempcod,tempcop,hpa,esul,hpa2,qcp2,hpa3,hpap,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19
133,2019-03-20 22:00,10.6,,,9,1,,320,,96,,12.2,9.9,993.6,,1001.8,,,9,,,,10,9,StNs,9,177,,1901,9.7,,10.3,10.1,10.2,9.9,
133,2019-03-20 23:00,10.5,,,9,1.1,,340,,97,,12.3,10,993.4,,1001.6,,,9,,,,10,9,StNs,6,91,,191601,9.7,,10.1,10,10.2,9.9,
133,2019-03-21 0:00,10.7,,8.5,,1.3,,110,,97,,12.4,10.2,993,,1001.2,,,9,,,,10,7,StNs,3,15,,1601,9.9,,10.1,10,10.1,9.9,
133,2019-03-21 1:00,11.6,,,9,1.3,,90,,98,,13.3,11.2,992.6,,1000.8,,,9,,,,10,9,StNs,3,51,,1601,10.3,,10.2,9.9,10.1,9.9,
133,2019-03-21 2:00,13.3,,,9,3,,250,,98,,14.9,12.9,993.3,,1001.4,,,9,,,,10,9,StNs,2,306,,191601,11.6,,10.8,10,10.1,9.9,
133,2019-03-21 3:00,12.2,,2.6,,3.8,,200,,97,,13.7,11.7,993.8,,1002,,,9,,,,10,10,St,2,403,,190201,10.9,,10.8,10.1,10.1,9.8,
133,2019-03-21 4:00,11.3,,,9,2.9,,200,,98,,13,10.9,994.7,,1002.9,,,9,,,,10,10,St,2,438,,1902,10.4,,10.6,10.1,10.1,9.9,
133,2019-03-21 5:00,9.3,,,9,3.1,,200,,95,,11.1,8.5,996.1,,1004.4,,,9,,,,10,10,St,2,1231,,1902,9,,10.2,10.1,10.1,9.9,
133,2019-03-21 6:00,8.8,,0,,3.7,,200,,96,,10.8,8.1,997.1,,1005.4,,,9,,,,10,10,St,2,697,,1902,8.5,,9.8,9.8,10.1,9.9,
133,2019-03-21 7:00,8.8,,,9,2.1,,230,,97,,10.9,8.3,997.3,,1005.6,,0,,0,,,10,10,St,2,880,,1902,8.5,,9.5,9.7,10,9.9,
133,2019-03-21 8:00,8.9,,,9,1.6,,230,,97,,11,8.4,997.8,,1006.1,,0,,0.06,,,10,7,StNs,2,324,,1902,8.9,,9.5,9.6,10,9.9,
133,2019-03-21 9:00,9.1,,0,,2.2,,250,,96,,11,8.4,999.7,,1008,,0,,0.2,,,10,7,StNs,2,969,,1902,9.5,,9.6,9.5,9.9,9.8,
133,2019-03-21 10:00,9.5,,,9,2.5,,230,,95,,11.2,8.7,1000.2,,1008.5,,0,,0.35,,,10,6,ScAs,3,1581,,1902,11,,10,9.5,9.9,9.8,
133,2019-03-21 11:00,9.6,,,9,1.7,,230,,95,,11.3,8.8,1000.7,,1009,,0,,0.27,,,10,6,ScAs,3,950,,19,10.3,,10.2,9.7,9.9,9.8,
133,2019-03-21 12:00,10.6,,0,,1.5,,320,,89,,11.3,8.8,1000.7,,1009,,0,,0.37,,,10,5,ScAs,4,1055,,19,12.4,,10.5,9.8,9.9,9.8,
133,2019-03-21 13:00,11.5,,,9,1.9,,320,,78,,10.5,7.7,1000.8,,1009,,0.2,,0.99,,,9,9,Sc,6,1419,,,14.9,,11.4,10,9.9,9.8,
133,2019-03-21 14:00,11.6,,,9,3.3,,290,,70,,9.5,6.3,1001.2,,1009.4,,0.3,,1.03,,,10,8,ScAs,10,2000,,,12,,12.1,10.7,10,9.8,
133,2019-03-21 15:00,11.3,,,9,2.7,,320,,71,,9.5,6.2,1001.7,,1010,,0,,0.35,,,9,9,Sc,9,2000,,,11.6,,11.5,10.8,10.2,9.9,
133,2019-03-21 16:00,11.6,,,9,3,,320,,60,,8.1,4,1002.3,,1010.6,,0.4,,0.98,,,9,3,ScCi,10,2000,,,14.1,,11.9,10.9,10.3,9.9,
133,2019-03-21 17:00,10.6,,,9,4.1,,320,,59,,7.5,2.9,1003.2,,1011.5,,0.5,,0.97,,,9,2,ScCi,13,2000,,,10.7,,12,11,10.4,10,
133,2019-03-21 18:00,8.4,,,9,3.4,,320,,64,,7,1.9,1004.4,,1012.8,,0,,0.39,,,10,1,ScAs,10,1808,,,7.7,,10.9,10.8,10.5,10.1,
133,2019-03-21 19:00,6.6,,,9,2.7,,320,,70,,6.8,1.5,1005.1,,1013.5,,0,,0.03,,,10,0,,,1140,,,5.8,,9.7,10.4,10.5,10.2,
133,2019-03-21 20:00,5.5,,,9,2.2,,320,,71,,6.4,0.6,1005.5,,1014,,,9,,,,9,1,,8,1042,,,4.1,,8.6,9.8,10.4,10.2,
133,2019-03-21 21:00,4.5,,,9,2.5,,340,,76,,6.4,0.6,1006.3,,1014.8,,,9,,,,7,1,ScCi,8,854,,19,3,,7.7,9.3,10.2,10.2,
133,2019-03-21 22:00,3.7,,,9,1.5,,320,,75,,6,-0.3,1006.9,,1015.4,,,9,,,,10,0,,,1045,,19,2.6,,7,8.7,10,10.1,
133,2019-03-21 23:00,3,,,9,0.5,,340,,79,,6,-0.2,1008.3,,1016.9,,,9,,,,9,1,,8,854,,19,1.5,,6.5,8.2,9.7,10,
133,2019-03-22 0:00,2.9,,,9,1.4,,290,,80,,6,-0.2,1009,,1017.6,,,9,,,,7,7,Sc,12,882,,19,2.3,,6.2,7.7,9.5,9.9,
133,2019-03-22 1:00,3,,,,1.8,,320,,77,,5.8,-0.6,1009.2,,1017.8,,,9,,,,8,8,,9,974,,19,2.2,,6.1,7.5,9.2,9.7,
133,2019-03-22 2:00,2.4,,,,1.2,,320,,78,,5.7,-1,1009.3,,1017.9,,,9,,,,6,6,,9,744,,19,1.4,,5.7,7.1,9,9.5,
133,2019-03-22 3:00,1.6,,,,1.1,,320,,80,,5.5,-1.4,1009.2,,1017.8,,,9,,,,4,4,Sc,10,902,,19,0.2,,5.2,6.9,8.8,9.4,
133,2019-03-22 4:00,1.1,,,,1.1,,320,,80,,5.3,-1.9,1009.9,,1018.6,,,9,,,,2,2,Sc,10,1060,,19,0.2,,4.7,6.5,8.6,9.2,
133,2019-03-22 5:00,1.2,,,,1.1,,270,,80,,5.4,-1.8,1010.1,,1018.8,,,9,,,,7,2,ScCi,9,1169,,,0.2,,4.2,6.1,8.3,9.1,
133,2019-03-22 6:00,1,,,,1.2,,290,,80,,5.3,-2,1010.7,,1019.4,,,9,,,,4,0,Ci,,1273,,,0.1,,4,5.8,8,8.9,
133,2019-03-22 7:00,0.4,,,,0.5,,360,,84,,5.3,-1.9,1011.5,,1020.2,,0,,0.02,,,8,0,Ci,,1266,,,0.3,,3.7,5.5,7.8,8.7,
133,2019-03-22 8:00,1.2,,,,1.1,,340,,82,,5.5,-1.5,1012.1,,1020.8,,0.3,,0.37,,,4,0,Ci,,1523,,,1.3,,4.1,5.3,7.7,8.6,
133,2019-03-22 9:00,2.9,,,,2.3,,320,,66,,5,-2.8,1012.5,,1021.1,,1,,1.04,,,3,0,Ci,,2000,,,6,,5.2,5.6,7.5,8.4,
133,2019-03-22 10:00,4.2,,,,1.8,,340,,59,,4.9,-3.1,1013.1,,1021.7,,1,,2.01,,,2,0,Ci,,2000,,,11.7,,7,6.1,7.4,8.2,
133,2019-03-22 11:00,5.5,,,,2.2,,320,,54,,4.9,-3,1012.6,,1021.1,,1,,2.87,,,1,0,Ci,,2000,,,15.7,,9.7,7.1,7.5,8.1,
133,2019-03-22 12:00,7,,,,2.2,,340,,48,,4.8,-3.2,1012,,1020.5,,1,,3.23,,,0,0,,,2000,,,18.4,,12.1,8.4,7.7,8.1,
133,2019-03-22 13:00,8.3,,,,2.2,,290,,44,,4.8,-3.2,1011.3,,1019.7,,1,,3.38,,,0,0,,,2000,,,19.8,,14.3,9.6,8.1,8.2,
133,2019-03-22 14:00,9.7,,,,2.8,,290,,40,,4.8,-3.2,1010.4,,1018.8,,1,,3.28,,,0,0,,,2000,,,21.2,,15.9,10.9,8.7,8.4,
133,2019-03-22 15:00,10.2,,,,2.3,,340,,33,,4.1,-5.3,1010,,1018.4,,1,,2.92,,,0,0,,,2000,,,21.4,,16.4,11.8,9.3,8.7,
133,2019-03-22 16:00,10.5,,,,2.5,,340,,32,,4.1,-5.5,1010.1,,1018.5,,1,,2.34,,,0,0,,,2000,,,20.1,,16.2,12.3,9.9,9,
133,2019-03-22 17:00,9.5,,,,2.9,,320,,29,,3.5,-7.6,1010.4,,1018.8,,1,,1.6,,,1,0,Ci,,2000,,,15.3,,14.7,12.4,10.3,9.4,
133,2019-03-22 18:00,7.2,,,,2.7,,290,,34,,3.5,-7.6,1011.4,,1019.9,,1,,0.72,,,1,0,Ci,,2000,,,8.4,,12.3,12,10.7,9.7,
133,2019-03-22 19:00,5.3,,,,2.2,,340,,41,,3.6,-6.9,1012.3,,1020.9,,0.4,,0.11,,,0,0,,,2000,,,4.8,,10.2,11.1,10.7,9.9,
133,2019-03-22 20:00,4.2,,,,2.6,,340,,43,,3.6,-7.2,1012.9,,1021.5,,,9,,,,1,0,,,2000,,,3.1,,8.6,10.2,10.5,10.1,
133,2019-03-22 21:00,3.2,,,,1.3,,320,,46,,3.5,-7.3,1013.5,,1022.1,,,9,,,,4,0,Ci,,2000,,,2.5,,7.6,9.3,10.3,10.1,
133,2019-03-22 22:00,2.5,,,,1.2,,320,,50,,3.7,-6.8,1013.9,,1022.5,,,9,,,,6,5,,,2000,,,1.3,,6.7,8.6,10,10,
133,2019-03-22 23:00,2,,,,1.1,,270,,55,,3.9,-6.1,1014.3,,1023,,,9,,,,6,1,,73,2000,,,0.9,,6,8,9.6,9.9,
133,2019-03-23 0:00,1.8,,,,1,,250,,58,,4,-5.6,1014.4,,1023.1,,,9,,,,7,0,Ci,,2000,,,0.3,,5.6,7.4,9.3,9.8,
133,2019-03-23 1:00,1.4,,,,0.6,,270,,62,,4.2,-5,1014.3,,1023,,,9,,,,5,0,,,2000,,,-0.4,,5.1,6.9,9,9.6,
133,2019-03-23 2:00,0.9,,,,0.8,,250,,67,,4.4,-4.5,1014.6,,1023.3,,,9,,,,5,0,,,2000,,,-0.2,,4.5,6.5,8.8,9.4,
133,2019-03-23 3:00,0.2,,,,0.3,,0,,69,,4.3,-4.8,1014.4,,1023.1,,,9,,,,0,0,,,2000,,,-0.5,,4.1,6.1,8.5,9.2,
133,2019-03-23 4:00,-0.2,,,,1.2,,250,,72,,4.3,-4.6,1014.2,,1022.9,,,9,,,,5,0,Ci,,2000,,,-0.7,,3.8,5.8,8.2,9,
133,2019-03-23 5:00,-0.5,,,,0.4,,0,,74,,4.4,-4.5,1014.3,,1023.1,,,9,,,,8,0,Ci,,2000,,,-0.9,,3.5,5.4,7.9,8.8,
133,2019-03-23 6:00,-0.6,,,,0.7,,200,,76,,4.4,-4.3,1014.8,,1023.6,,,9,,,,2,0,Ci,,2000,,,-1.3,,3.2,5.1,7.7,8.6,
133,2019-03-23 7:00,-1.2,,,,0.7,,140,,78,,4.4,-4.5,1014.7,,1023.5,,0.1,,0.03,,,1,0,Ci,,2000,,,-1.5,,2.9,4.8,7.4,8.4,
133,2019-03-23 8:00,0.7,,,,0.4,,0,,74,,4.8,-3.4,1014.7,,1023.4,,1,,0.53,,,0,0,,,2000,,,-0.5,,3,4.6,7.2,8.3,
133,2019-03-23 9:00,3.7,,,,1.9,,180,,61,,4.9,-3.1,1014.7,,1023.3,,1,,1.34,,,0,0,,,2000,,,6.2,,4.6,4.9,7.1,8.1,
133,2019-03-23 10:00,6.3,,,,3.1,,180,,51,,4.9,-3.1,1014.4,,1022.9,,1,,2.13,,,0,0,,,2000,,,12.3,,7.3,5.6,6.9,7.9,
133,2019-03-23 11:00,7.8,,,,4.3,,180,,43,,4.5,-4,1013,,1021.5,,1,,2.75,,,0,0,,,2000,,,16.2,,10,6.9,6.9,7.8,
133,2019-03-23 12:00,8.6,,,,3.4,,200,,42,,4.7,-3.6,1012.5,,1020.9,,1,,2.86,,,6,6,Ac,35,2000,,,17.6,,12,8.2,7.3,7.7,
133,2019-03-23 13:00,8.9,,,9,2.9,,230,,49,,5.6,-1.2,1011.1,,1019.5,,1,,2.57,,,10,3,ScAs,11,2000,,1,17.5,,13.1,9.2,7.8,7.9,
133,2019-03-23 14:00,5.2,,,9,3.1,,320,,80,,7.1,2,1010.9,,1019.4,,0,,0.54,,,10,9,StNs,4,415,,4001,6.7,,10.6,9.6,8.2,8.1,
133,2019-03-23 15:00,4.6,,5.4,,2,,320,,88,,7.4,2.7,1011,,1019.5,,0.2,,0.57,,,10,8,ScAs,3,1857,,40190601,10.9,,8.9,9,8.6,8.3,
133,2019-03-23 16:00,4.5,,,9,5.6,,320,,77,,6.5,0.8,1011.3,,1019.9,,0.8,,1.75,,,10,8,StNs,3,833,,191001,6.5,,11.3,9,8.7,8.5,
133,2019-03-23 17:00,6.5,,,9,4.5,,340,,61,,5.9,-0.4,1011.1,,1019.6,,0.9,,1.3,,,4,4,Sc,10,2000,,191001,10.3,,10.7,9.2,8.9,8.7,
133,2019-03-23 18:00,5.2,,0.8,,2.1,,340,,65,,5.8,-0.8,1011.4,,1020,,0.7,,0.44,,,3,3,Sc,16,2000,,,5.5,,9.2,9.2,9,8.8,
133,2019-03-23 19:00,4.3,,,9,4.4,,320,,54,,4.5,-4.2,1012.3,,1020.9,,0.3,,0.09,,,2,1,,,2000,,,2.3,,7.7,8.7,9,8.9,
133,2019-03-23 20:00,3.8,,,9,2.5,,320,,61,,4.9,-3,1013.2,,1021.8,,,9,,,,0,0,,,2000,,,1.3,,6.6,8.1,8.9,8.9,
133,2019-03-23 21:00,2.7,,,9,1.9,,320,,62,,4.6,-3.8,1014.2,,1022.8,,,9,,,,0,0,,,2000,,,0.4,,5.7,7.5,8.8,9,
133,2019-03-23 22:00,2.2,,,9,1.8,,290,,63,,4.5,-4.1,1014.9,,1023.6,,,9,,,,0,0,,,2000,,,-0.2,,5.1,6.8,8.5,8.9,
133,2019-03-23 23:00,2.1,,,9,1.7,,270,,62,,4.4,-4.4,1015.4,,1024.1,,,9,,,,0,0,,,2000,,,0.1,,4.6,6.4,8.2,8.8,
133,2019-03-24 0:00,1.5,,,9,1.1,,290,,63,,4.3,-4.7,1015.3,,1024,,,9,,,,0,0,,,2000,,,0.1,,4.1,6,8,8.6,
133,2019-03-24 1:00,0.9,,,,1.5,,250,,69,,4.5,-4.1,1015.6,,1024.3,,,9,,,,0,0,,,2000,,,0.1,,3.7,5.5,7.7,8.5,
133,2019-03-24 2:00,0.1,,,,0.9,,230,,74,,4.6,-3.9,1015.7,,1024.5,,,9,,,,0,0,,,2000,,,-0.2,,3.2,5.1,7.5,8.3,
133,2019-03-24 3:00,-0.5,,,,0.7,,200,,77,,4.5,-4,1015.4,,1024.2,,,9,,,,0,0,,,2000,,,-0.9,,2.9,4.8,7.2,8.1,
133,2019-03-24 4:00,-0.9,,,,0.1,,0,,79,,4.5,-4,1015.2,,1024,,,9,,,,0,0,,,2000,,,-1.6,,2.6,4.4,7,7.9,
133,2019-03-24 5:00,-1.3,,,,0.2,,0,,81,,4.5,-4.1,1015.4,,1024.2,,,9,,,,0,0,,,1950,,,-2,,2.4,4.2,6.7,7.7,
133,2019-03-24 6:00,-1.7,,,,0.1,,0,,84,,4.5,-4,1015.1,,1023.9,,,9,,,,0,0,,,1786,,,-2.5,,2.2,4,6.5,7.6,
133,2019-03-24 7:00,-1.8,,,,0.1,,0,,86,,4.6,-3.8,1015.2,,1024,,0.3,,0.04,,,0,0,,,1669,,,-2.4,,2.1,3.7,6.3,7.4,
133,2019-03-24 8:00,-0.2,,,,0.3,,0,,82,,4.9,-2.9,1015.7,,1024.5,,1,,0.56,,,0,0,,,1975,,,-0.9,,2.1,3.6,6.2,7.3,
133,2019-03-24 9:00,3.5,,,,1.5,,200,,62,,4.9,-3.1,1015.9,,1024.5,,1,,1.4,,,0,0,,,2000,,,0.1,,3.1,3.7,6,7.1,
133,2019-03-24 10:00,5.9,,,,0.8,,290,,54,,5,-2.7,1015.7,,1024.3,,1,,2.21,,,0,0,,,2000,,,12.3,,5.9,4.5,5.9,6.9,
133,2019-03-24 11:00,7.2,,,,1.9,,110,,46,,4.7,-3.6,1015.3,,1023.8,,1,,2.71,,,0,0,,,2000,,,16.6,,8.8,5.8,5.9,6.8,
133,2019-03-24 12:00,8.8,,,,2.9,,180,,39,,4.4,-4.4,1014.5,,1022.9,,1,,3.3,,,0,0,,,2000,,,19.2,,11.9,7.2,6.2,6.8,
133,2019-03-24 13:00,9.7,,,,1.4,,290,,33,,4,-5.8,1013.5,,1021.9,,1,,3.47,,,0,0,,,2000,,,20.8,,14.1,8.8,6.8,6.9,
133,2019-03-24 14:00,10.2,,,,3.6,,180,,37,,4.6,-3.8,1012.4,,1020.8,,1,,3.34,,,0,0,,,2000,,,20.4,,15.4,10.1,7.5,7.2,
133,2019-03-24 15:00,10.6,,,,2.1,,230,,40,,5.1,-2.4,1011.8,,1020.2,,1,,2.8,,,0,0,,,2000,,,19.3,,15.4,11.1,8.2,7.5,
133,2019-03-24 16:00,10.6,,,,2.3,,270,,38,,4.9,-3.1,1011.3,,1019.7,,1,,2.4,,,0,0,,,2000,,,18.2,,15.1,11.5,8.8,7.9,
133,2019-03-24 17:00,9.2,,,,2.5,,200,,39,,4.5,-4,1011.3,,1019.7,,1,,1.65,,,0,0,,,2000,,,14.2,,13.9,11.6,9.3,8.3,
133,2019-03-24 18:00,7.7,,,,2.1,,230,,44,,4.6,-3.8,1011.5,,1020,,1,,0.81,,,1,0,Ci,,2000,,,7.5,,11.8,11.2,9.5,8.6,
133,2019-03-24 19:00,6.4,,,,2.1,,200,,52,,5,-2.7,1012,,1020.5,,0.4,,0.11,,,0,0,,,2000,,,4.6,,9.7,10.3,9.7,8.9,
133,2019-03-24 20:00,5.2,,,,1.9,,200,,60,,5.3,-1.9,1012.5,,1021.1,,,9,,,,0,0,,,2000,,,3.3,,8.3,9.5,9.6,9.1,
133,2019-03-24 21:00,4.4,,,,2.7,,200,,65,,5.4,-1.6,1013.1,,1021.7,,,9,,,,0,0,,,2000,,,2.3,,7.3,8.7,9.3,9.1,
133,2019-03-24 22:00,3.9,,,,2.1,,200,,68,,5.5,-1.4,1013.3,,1021.9,,,9,,,,3,0,,,2000,,,1.5,,6.5,8.1,9.1,9.1,
133,2019-03-24 23:00,3.5,,,,1.4,,230,,70,,5.5,-1.4,1013,,1021.6,,,9,,,,0,0,,,2000,,,1,,5.8,7.5,8.8,9,
133,2019-03-25 0:00,3,,,,1.9,,200,,71,,5.4,-1.7,1012.9,,1021.5,,,9,,,,4,0,Ci,,2000,,,0.5,,5.4,7,8.6,8.9,
133,2019-03-25 1:00,2.3,,,,1.4,,200,,72,,5.2,-2.2,1012.8,,1021.4,,,9,,,,2,0,,,2000,,,-0.1,,4.9,6.6,8.3,8.8,
133,2019-03-25 2:00,1.9,,,,0.7,,320,,78,,5.5,-1.5,1012.6,,1021.3,,,9,,,,3,0,,,2000,,,0.1,,4.5,6.1,8,8.6,
133,2019-03-25 3:00,1,,,,0.5,,320,,81,,5.3,-1.9,1011.8,,1020.5,,,9,,,,2,0,Ci,,2000,,,0,,4.1,5.7,7.8,8.4,
133,2019-03-25 4:00,0.4,,,,1.4,,250,,83,,5.2,-2.1,1011.2,,1019.9,,,9,,,,5,0,Ci,,2000,,,-0.2,,3.8,5.4,7.5,8.3,
133,2019-03-25 5:00,0.4,,,,0.8,,160,,83,,5.2,-2.1,1010.9,,1019.6,,,9,,,,6,0,Ci,,2000,,,-0.3,,3.6,5.2,7.3,8.1,
133,2019-03-25 6:00,0.4,,,,0.5,,320,,84,,5.3,-1.9,1010.6,,1019.3,,,9,,,,5,0,Ci,,2000,,,-0.4,,3.3,4.9,7.1,7.9,
133,2019-03-25 7:00,0.3,,,,0.4,,0,,85,,5.3,-1.9,1010.9,,1019.6,,0,,0.02,,,4,1,ScCi,14,1880,,,-0.4,,3.2,4.7,6.9,7.8,
133,2019-03-25 8:00,0.8,,,,0.4,,0,,84,,5.4,-1.6,1011.1,,1019.8,,0,,0.25,,,6,4,ScCi,14,2000,,,0.3,,3.6,4.6,6.7,7.6,
133,2019-03-25 9:00,2.7,,,,0.3,,0,,77,,5.7,-0.9,1011.1,,1019.7,,0,,0.52,,,7,3,ScCi,14,1900,,,4.3,,4.6,4.7,6.6,7.5,
133,2019-03-25 10:00,6.5,,,,1.4,,140,,63,,6.1,0,1010.8,,1019.3,,0.8,,1.5,,,6,0,Ci,,1698,,,11.8,,6.8,5.4,6.5,7.3,
133,2019-03-25 11:00,10.4,,,,2.9,,200,,51,,6.4,0.6,1010.4,,1018.8,,1,,2.38,,,7,0,Ci,,1133,,,16.9,,9.9,6.5,6.6,7.2,
133,2019-03-25 12:00,12,,,,3.9,,200,,44,,6.2,0.1,1010,,1018.3,,1,,2.9,,,7,0,Ci,,672,,40,18.4,,12.3,8,6.9,7.2,
133,2019-03-25 13:00,13,,,,2.9,,200,,44,,6.6,1,1009.8,,1018.1,,1,,2.87,,,7,0,Ci,,705,,40,19.9,,13.8,9.3,7.4,7.3,
133,2019-03-25 14:00,13.6,,,,3.5,,200,,45,,7,1.8,1008.8,,1017,,1,,2.74,,,6,0,Ci,,677,,40,21.6,,15,10.4,8,7.6,
133,2019-03-25 15:00,13.9,,,,3,,180,,44,,7,1.8,1008.1,,1016.3,,1,,2.56,,,2,0,Ci,,678,,40,21.6,,15.7,11.3,8.6,7.9,
133,2019-03-25 16:00,14,,,,2,,290,,44,,7,1.9,1007.9,,1016.1,,1,,1.92,,,0,0,,,702,,40,16.8,,15,11.7,9.1,8.2,
133,2019-03-25 17:00,13.2,,,,2.2,,290,,46,,7,1.8,1007.9,,1016.1,,1,,1.2,,,0,0,,,719,,40,13.9,,14.2,11.8,9.6,8.6,
133,2019-03-25 18:00,12.2,,,,1.8,,270,,50,,7.1,2,1008.1,,1016.4,,0.6,,0.51,,,3,0,Ci,,715,,40,10.1,,12.7,11.6,9.8,8.8,
133,2019-03-25 19:00,10.8,,,,1.4,,270,,48,,6.2,0.2,1008.4,,1016.7,,0,,0.09,,,0,0,,,1045,,40,7.1,,11.1,11,10,9.1,
133,2019-03-25 20:00,9.5,,,,1.8,,230,,50,,5.9,-0.4,1009,,1017.4,,,9,,,,0,0,,,1358,,,5.4,,9.7,10.3,9.9,9.3,
133,2019-03-25 21:00,8.8,,,,1.8,,200,,52,,5.9,-0.5,1009.5,,1017.9,,,9,,,,0,0,,,1797,,,4.4,,8.7,9.6,9.8,9.3,
133,2019-03-25 22:00,8.2,,,,2,,200,,57,,6.2,0.1,1009.6,,1018,,,9,,,,0,0,,,1852,,,3.8,,7.9,9,9.6,9.4,
133,2019-03-25 23:00,7.4,,,,1.3,,200,,62,,6.3,0.5,1009.7,,1018.2,,,9,,,,0,0,,,2000,,,3.3,,7.3,8.5,9.4,9.3,
133,2019-03-26 0:00,6.6,,,,1.5,,180,,66,,6.4,0.6,1009.6,,1018.1,,,9,,,,0,0,,,1588,,,2.6,,6.7,8,9.2,9.2,
133,2019-03-26 1:00,6,,,,1.1,,200,,71,,6.6,1.1,1009.7,,1018.2,,,9,,,,4,0,,,1776,,,2.1,,6.2,7.6,8.9,9.1,
133,2019-03-26 2:00,5.9,,,,2.3,,180,,73,,6.8,1.4,1009.4,,1017.9,,,9,,,,0,0,,,1888,,,1.9,,5.8,7.2,8.6,9,
133,2019-03-26 3:00,5.5,,,,1.2,,140,,73,,6.6,1,1009.1,,1017.6,,,9,,,,0,0,,,1925,,,1.5,,5.4,6.8,8.4,8.9,
133,2019-03-26 4:00,5.3,,,,1.2,,140,,74,,6.6,1,1008.6,,1017.1,,,9,,,,0,0,,,1613,,,1.3,,5.1,6.5,8.2,8.7,
133,2019-03-26 5:00,4.8,,,,1.9,,180,,74,,6.3,0.5,1008.6,,1017.1,,,9,,,,2,2,Sc,15,1516,,,1.1,,4.8,6.2,8,8.5,
133,2019-03-26 6:00,4.8,,,,0.8,,140,,76,,6.5,0.9,1009,,1017.5,,,9,,,,7,7,Sc,5,1445,,,1.5,,4.8,6,7.8,8.4,
133,2019-03-26 7:00,5.2,,,,1,,340,,77,,6.8,1.4,1010.1,,1018.6,,0,,0,,,8,8,Sc,6,1304,,,4.1,,5.3,5.9,7.6,8.3,
133,2019-03-26 8:00,6.1,,,,1.4,,140,,77,,7.2,2.3,1009.9,,1018.4,,0,,0.18,,,7,7,Sc,6,1150,,,5.8,,5.9,6,7.5,8.1,
133,2019-03-26 9:00,8.3,,,,0.3,,0,,74,,8.1,3.9,1010.7,,1019.1,,0.4,,0.83,,,5,5,Sc,8,895,,19,10.5,,7.2,6.4,7.4,8,
133,2019-03-26 10:00,11.8,,,,1.5,,140,,69,,9.5,6.2,1011.3,,1019.6,,1,,1.96,,,3,3,Sc,8,635,,4019,16.5,,9.7,7.2,7.5,7.9,
133,2019-03-26 11:00,13.9,,,,1.8,,140,,59,,9.3,6,1011.5,,1019.7,,1,,2.66,,,1,1,Sc,8,696,,40,21,,12.6,8.5,7.6,7.9,
133,2019-03-26 12:00,15.9,,,,2.1,,70,,50,,9,5.4,1010.9,,1019.1,,1,,3.15,,,0,0,,,920,,40,24.9,,15.5,10,8,8,
133,2019-03-26 13:00,17.2,,,,2.3,,340,,32,,6.2,0.3,1010.3,,1018.4,,1,,3.34,,,0,0,,,1927,,40,27.3,,17.9,11.6,8.7,8.1,
133,2019-03-26 14:00,18,,,,2.8,,320,,29,,6,-0.3,1009.7,,1017.8,,1,,3.23,,,0,0,,,1975,,,27.4,,19,12.8,9.3,8.4,
133,2019-03-26 15:00,19.1,,,,2.6,,320,,18,,4,-5.8,1009.4,,1017.4,,1,,2.91,,,0,0,,,2000,,,26.9,,19.4,13.7,10.1,8.9,
133,2019-03-26 16:00,19.3,,,,2.9,,320,,15,,3.3,-8,1009,,1017,,1,,2.34,,,0,0,,,2000,,,24.4,,19.2,14.3,10.7,9.2,
133,2019-03-26 17:00,18.7,,,,3.3,,320,,18,,3.9,-6.1,1008.9,,1016.9,,1,,1.53,,,0,0,,,2000,,,19.8,,17.8,14.4,11.2,9.7,
133,2019-03-26 18:00,17,,,,1.8,,340,,24,,4.6,-3.7,1009,,1017.1,,1,,0.68,,,0,0,,,2000,,,14.4,,15.9,14.1,11.6,10.1,
133,2019-03-26 19:00,16,,,,1.3,,270,,39,,7.1,2,1008.9,,1017.1,,0.3,,0.1,,,0,0,,,1352,,,11,,13.9,13.3,11.7,10.4,
133,2019-03-26 20:00,14.3,,,,1.5,,200,,52,,8.4,4.5,1009.1,,1017.3,,,9,,,,2,0,,,962,,40,9.2,,12.4,12.6,11.7,10.6,
133,2019-03-26 21:00,13,,,,0.7,,230,,61,,9.1,5.6,1009.8,,1018.1,,,9,,,,0,0,,,668,,40,8,,11.3,11.8,11.5,10.7,
133,2019-03-26 22:00,12.1,,,,1,,180,,68,,9.5,6.3,1009.7,,1018,,,9,,,,0,0,,,468,,40,7.1,,10.4,11.3,11.3,10.7,
133,2019-03-26 23:00,11.5,,,,1.6,,230,,65,,8.8,5.1,1010,,1018.3,,,9,,,,4,0,,,563,,40,6.5,,9.8,10.7,11.1,10.7,
133,2019-03-27 0:00,11.6,,,,3.5,,200,,62,,8.4,4.5,1010.2,,1018.5,,,9,,,,0,0,,,549,,40,6.4,,9.4,10.2,10.9,10.6,
133,2019-03-27 1:00,10.8,,,,2.1,,200,,63,,8.1,4,1010.2,,1018.6,,,9,,,,2,0,,,521,,40,5.8,,8.9,9.8,10.6,10.5,
133,2019-03-27 2:00,10.7,,,,1.2,,200,,60,,7.7,3.2,1010,,1018.4,,,9,,,,0,0,,,636,,40,5.2,,8.4,9.4,10.4,10.4,
